         0.2     0.200006     0.200024     0.200053     0.200093     0.200145     0.200207      0.20028     0.200363     0.200457      0.20056     0.200673     0.200795     0.200927     0.201068     0.201217     0.201376     0.201542     0.201717       0.2019      0.20209     0.202289     0.202494     0.202707     0.202927     0.203154     0.203387     0.203627     0.203874     0.204126     0.204384     0.204649     0.204918     0.205194     0.205474      0.20576     0.206051     0.206347     0.206647     0.206952     0.207261     0.207574     0.207892     0.208213     0.208539     0.208868       0.2092     0.209536     0.209875     0.210218     0.210563     0.210912     0.211263     0.211617     0.211973     0.212332     0.212693     0.213057     0.213422      0.21379      0.21416     0.214531     0.214904     0.215279     0.215656     0.216034     0.216413     0.216794     0.217175     0.217559     0.217943     0.218328     0.218714     0.219101     0.219489     0.219878     0.220267     0.220657     0.221047     0.221439      0.22183     0.222222     0.222615     0.223007       0.2234     0.223794     0.224187     0.224581     0.224975     0.225369     0.225763     0.226158     0.226552     0.226947     0.227341     0.227736      0.22813     0.228525     0.228919     0.229314
         0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2          0.2
           0   0.00404009   0.00808015    0.0121201      0.01616    0.0201998    0.0242394    0.0282789    0.0323181    0.0363571    0.0403959    0.0444344    0.0484726    0.0525106    0.0565482    0.0605856    0.0646226    0.0686592    0.0726955    0.0767315    0.0807671    0.0848023    0.0888372    0.0928717    0.0969058      0.10094     0.104973     0.109006     0.113038     0.117071     0.121102     0.125134     0.129165     0.133196     0.137226     0.141256     0.145286     0.149315     0.153344     0.157372     0.161401     0.165429     0.169456     0.173483      0.17751     0.181537     0.185563      0.18959     0.193615     0.197641     0.201666     0.205691     0.209716     0.213741     0.217765     0.221789     0.225813     0.229837      0.23386     0.237884     0.241907      0.24593     0.249953     0.253975     0.257998      0.26202     0.266042     0.270065     0.274087     0.278108      0.28213     0.286152     0.290174     0.294195     0.298216     0.302238     0.306259      0.31028     0.314302     0.318323     0.322344     0.326365     0.330386     0.334407     0.338428     0.342449     0.346469      0.35049     0.354511     0.358532     0.362553     0.366574     0.370594     0.374615     0.378636     0.382657     0.386678     0.390698     0.394719      0.39874
           1     0.999996     0.999983     0.999963     0.999935     0.999901      0.99986     0.999813     0.999761     0.999704     0.999642     0.999575     0.999505     0.999431     0.999354     0.999274     0.999192     0.999107      0.99902     0.998931     0.998841      0.99875     0.998657     0.998564      0.99847     0.998376     0.998282     0.998187     0.998093     0.997999     0.997906     0.997813     0.997721      0.99763      0.99754     0.997451     0.997363     0.997277     0.997192     0.997108     0.997026     0.996946     0.996868     0.996791     0.996716     0.996643     0.996572     0.996502     0.996435      0.99637     0.996306     0.996245     0.996186     0.996129     0.996074      0.99602     0.995969      0.99592     0.995873     0.995828     0.995785     0.995744     0.995704     0.995667     0.995632     0.995598     0.995566     0.995536     0.995508     0.995481     0.995456     0.995433     0.995411     0.995391     0.995372     0.995354     0.995338     0.995324      0.99531     0.995298     0.995287     0.995277     0.995268      0.99526     0.995253     0.995246     0.995241     0.995236     0.995232     0.995229     0.995227     0.995224     0.995223     0.995222     0.995221      0.99522      0.99522     0.995219     0.995219     0.995219
           0 -3.26517e-14 -6.57175e-14 -9.91795e-14  -1.3302e-13 -1.67222e-13 -2.01768e-13 -2.36642e-13 -2.71827e-13 -3.07308e-13 -3.43069e-13 -3.79093e-13 -4.15367e-13 -4.51876e-13 -4.88604e-13 -5.25539e-13 -5.62665e-13  -5.9997e-13 -6.37441e-13 -6.75063e-13 -7.12826e-13 -7.50716e-13 -7.88721e-13 -8.26831e-13 -8.65032e-13 -9.03315e-13 -9.41668e-13  -9.8008e-13 -1.01854e-12 -1.05704e-12 -1.09558e-12 -1.13413e-12 -1.17269e-12 -1.21126e-12 -1.24982e-12 -1.28836e-12 -1.32689e-12 -1.36538e-12 -1.40384e-12 -1.44225e-12 -1.48061e-12 -1.51891e-12 -1.55715e-12 -1.59531e-12 -1.63341e-12 -1.67141e-12 -1.70934e-12 -1.74717e-12  -1.7849e-12 -1.82253e-12 -1.86006e-12 -1.89748e-12 -1.93478e-12 -1.97197e-12 -2.00904e-12 -2.04598e-12  -2.0828e-12  -2.1195e-12 -2.15606e-12 -2.19249e-12 -2.22879e-12 -2.26496e-12 -2.30098e-12 -2.33688e-12 -2.37263e-12 -2.40825e-12 -2.44373e-12 -2.47907e-12 -2.51427e-12 -2.54934e-12 -2.58427e-12 -2.61907e-12 -2.65373e-12 -2.68827e-12 -2.72267e-12 -2.75694e-12 -2.79109e-12 -2.82512e-12 -2.85902e-12 -2.89281e-12 -2.92649e-12 -2.96005e-12 -2.99351e-12 -3.02687e-12 -3.06012e-12 -3.09329e-12 -3.12636e-12 -3.15935e-12 -3.19226e-12 -3.22509e-12 -3.25786e-12 -3.29056e-12 -3.32321e-12 -3.35581e-12 -3.38836e-12 -3.42088e-12 -3.45336e-12 -3.48583e-12 -3.51828e-12 -3.55072e-12
           0  -0.00293762  -0.00581575  -0.00863496   -0.0113959    -0.014099    -0.016745   -0.0193345   -0.0218681   -0.0243463   -0.0267698   -0.0291391    -0.031455   -0.0337179   -0.0359285   -0.0380875   -0.0401953   -0.0422527   -0.0442603   -0.0462186   -0.0481283     -0.04999   -0.0518043   -0.0535718   -0.0552932   -0.0569691      -0.0586   -0.0601866   -0.0617296   -0.0632294   -0.0646869   -0.0661025   -0.0674768   -0.0688106   -0.0701044   -0.0713588   -0.0725745    -0.073752   -0.0748921   -0.0759952    -0.077062   -0.0780931   -0.0790892   -0.0800508   -0.0809786   -0.0818732   -0.0827351   -0.0835651   -0.0843636   -0.0851314    -0.085869    -0.086577   -0.0872561   -0.0879068   -0.0885298   -0.0891257   -0.0896951   -0.0902385   -0.0907566   -0.0912501   -0.0917194   -0.0921652   -0.0925882   -0.0929889   -0.0933679   -0.0937259   -0.0940633    -0.094381   -0.0946793    -0.094959   -0.0952207   -0.0954649   -0.0956923   -0.0959034   -0.0960989   -0.0962794   -0.0964454   -0.0965976   -0.0967366    -0.096863   -0.0969773   -0.0970802   -0.0971723   -0.0972541   -0.0973263   -0.0973896   -0.0974444   -0.0974914   -0.0975311   -0.0975643   -0.0975915   -0.0976132   -0.0976301   -0.0976429    -0.097652   -0.0976581   -0.0976618   -0.0976637   -0.0976644   -0.0976645
           0  3.22241e-14  6.40256e-14   9.5414e-14  1.26399e-13  1.56989e-13  1.87195e-13  2.17024e-13  2.46487e-13  2.75592e-13  3.04348e-13  3.32764e-13  3.60848e-13   3.8861e-13  4.16057e-13  4.43198e-13  4.70041e-13  4.96595e-13  5.22867e-13  5.48865e-13  5.74598e-13  6.00072e-13  6.25296e-13  6.50277e-13  6.75023e-13   6.9954e-13  7.23836e-13  7.47918e-13  7.71793e-13  7.95468e-13  8.18949e-13  8.42243e-13  8.65357e-13  8.88297e-13  9.11069e-13   9.3368e-13  9.56135e-13   9.7844e-13   1.0006e-12  1.02263e-12  1.04452e-12  1.06628e-12  1.08793e-12  1.10945e-12  1.13087e-12  1.15218e-12  1.17339e-12   1.1945e-12  1.21553e-12  1.23646e-12  1.25732e-12  1.27809e-12  1.29879e-12  1.31943e-12     1.34e-12   1.3605e-12  1.38095e-12  1.40135e-12   1.4217e-12    1.442e-12  1.46226e-12  1.48248e-12  1.50266e-12  1.52282e-12  1.54294e-12  1.56303e-12  1.58311e-12  1.60316e-12  1.62319e-12  1.64321e-12  1.66321e-12  1.68321e-12  1.70319e-12  1.72317e-12  1.74315e-12  1.76312e-12   1.7831e-12  1.80307e-12  1.82305e-12  1.84304e-12  1.86303e-12  1.88303e-12  1.90304e-12  1.92306e-12   1.9431e-12  1.96315e-12  1.98321e-12  2.00329e-12  2.02338e-12  2.04349e-12  2.06362e-12  2.08377e-12  2.10394e-12  2.12413e-12  2.14433e-12  2.16456e-12  2.18481e-12  2.20508e-12  2.22537e-12  2.24568e-12
           1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1
           0 -1.45611e-13  -2.9111e-13 -4.36492e-13 -5.81753e-13 -7.26887e-13 -8.71891e-13 -1.01676e-12 -1.16149e-12 -1.30607e-12 -1.45051e-12 -1.59479e-12 -1.73892e-12 -1.88289e-12 -2.02669e-12 -2.17033e-12  -2.3138e-12 -2.45709e-12 -2.60021e-12 -2.74315e-12 -2.88591e-12 -3.02848e-12 -3.17087e-12 -3.31307e-12 -3.45507e-12 -3.59688e-12 -3.73849e-12  -3.8799e-12 -4.02111e-12 -4.16212e-12 -4.30292e-12 -4.44351e-12  -4.5839e-12 -4.72407e-12 -4.86403e-12 -5.00378e-12 -5.14331e-12 -5.28263e-12 -5.42172e-12  -5.5606e-12 -5.69925e-12 -5.83769e-12  -5.9759e-12 -6.11388e-12 -6.25164e-12 -6.38918e-12 -6.52649e-12 -6.66356e-12 -6.80041e-12 -6.93704e-12 -7.07343e-12 -7.20959e-12 -7.34551e-12 -7.48121e-12 -7.61667e-12 -7.75191e-12  -7.8869e-12 -8.02167e-12  -8.1562e-12 -8.29049e-12 -8.42455e-12 -8.55838e-12 -8.69197e-12 -8.82533e-12 -8.95845e-12 -9.09134e-12   -9.224e-12 -9.35641e-12  -9.4886e-12 -9.62055e-12 -9.75226e-12 -9.88374e-12  -1.0015e-11  -1.0146e-11 -1.02768e-11 -1.04073e-11 -1.05377e-11 -1.06677e-11 -1.07976e-11 -1.09272e-11 -1.10566e-11 -1.11858e-11 -1.13147e-11 -1.14434e-11 -1.15719e-11 -1.17001e-11 -1.18282e-11  -1.1956e-11 -1.20835e-11 -1.22109e-11  -1.2338e-11 -1.24649e-11 -1.25916e-11 -1.27181e-11 -1.28443e-11 -1.29704e-11 -1.30962e-11 -1.32218e-11 -1.33472e-11 -1.34724e-11
           0   0.00293762   0.00581575   0.00863496    0.0113959     0.014099     0.016745    0.0193345    0.0218681    0.0243463    0.0267698    0.0291391     0.031455    0.0337179    0.0359285    0.0380875    0.0401953    0.0422527    0.0442603    0.0462186    0.0481283      0.04999    0.0518043    0.0535718    0.0552932    0.0569691       0.0586    0.0601866    0.0617296    0.0632294    0.0646869    0.0661025    0.0674768    0.0688106    0.0701044    0.0713588    0.0725745     0.073752    0.0748921    0.0759952     0.077062    0.0780931    0.0790892    0.0800508    0.0809786    0.0818732    0.0827351    0.0835651    0.0843636    0.0851314     0.085869     0.086577    0.0872561    0.0879068    0.0885298    0.0891257    0.0896951    0.0902385    0.0907566    0.0912501    0.0917194    0.0921652    0.0925882    0.0929889    0.0933679    0.0937259    0.0940633     0.094381    0.0946793     0.094959    0.0952207    0.0954649    0.0956923    0.0959034    0.0960989    0.0962794    0.0964454    0.0965976    0.0967366     0.096863    0.0969773    0.0970802    0.0971723    0.0972541    0.0973263    0.0973896    0.0974444    0.0974914    0.0975311    0.0975643    0.0975915    0.0976132    0.0976301    0.0976429     0.097652    0.0976581    0.0976618    0.0976637    0.0976644    0.0976645
